광역지자체,기초지자체,광역지자체 검색건수,광역지자체 검색건수 비율,기초지자체 검색건수,기초지자체 검색건수 비율
경기도,오산시,81041546,28.0,872671,1.1
경기도,용인시 기흥구,81041546,28.0,3225548,4.0
경기도,용인시 수지구,81041546,28.0,1271431,1.6
경기도,용인시 처인구,81041546,28.0,3351072,4.1
경기도,의왕시,81041546,28.0,953676,1.2
경기도,의정부시,81041546,28.0,1317635,1.6
경기도,이천시,81041546,28.0,2184542,2.7
경기도,파주시,81041546,28.0,4435476,5.5
경기도,평택시,81041546,28.0,1946271,2.4
경기도,포천시,81041546,28.0,2027641,2.5
경기도,하남시,81041546,28.0,3188880,3.9
경기도,화성시,81041546,28.0,4728680,5.8
경상남도,거제시,13812628,4.8,1795849,13.0
경상남도,거창군,13812628,4.8,101371,0.7
경상남도,고성군,13812628,4.8,249850,1.8
경상남도,김해시,13812628,4.8,1787190,12.9
경상남도,남해군,13812628,4.8,776847,5.6
경상남도,밀양시,13812628,4.8,455388,3.3
경상남도,사천시,13812628,4.8,698950,5.1
경상남도,산청군,13812628,4.8,181114,1.3
경상남도,양산시,13812628,4.8,1414964,10.2
경상남도,의령군,13812628,4.8,99443,0.7
경상남도,진주시,13812628,4.8,912226,6.6
경상남도,창녕군,13812628,4.8,263453,1.9
경상남도,창원시 마산합포구,13812628,4.8,539037,3.9
경상남도,창원시 마산회원구,13812628,4.8,193512,1.4
경상남도,창원시 성산구,13812628,4.8,900329,6.5
경상남도,창원시 의창구,13812628,4.8,547562,4.0
경상남도,창원시 진해구,13812628,4.8,704828,5.1
경상남도,통영시,13812628,4.8,1219507,8.8
경상남도,하동군,13812628,4.8,375129,2.7
경상남도,함안군,13812628,4.8,178681,1.3
경상남도,함양군,13812628,4.8,116684,0.8
경상남도,합천군,13812628,4.8,300714,2.2
경상북도,경산시,12831979,4.4,468623,3.7
경상북도,경주시,12831979,4.4,4267704,33.3
경상북도,고령군,12831979,4.4,75222,0.6
경상북도,구미시,12831979,4.4,785126,6.1
경상북도,군위군,12831979,4.4,150443,1.2
경상북도,김천시,12831979,4.4,319631,2.5
경상북도,문경시,12831979,4.4,455159,3.5
경상북도,봉화군,12831979,4.4,100769,0.8
경상북도,상주시,12831979,4.4,195357,1.5
경상북도,성주군,12831979,4.4,107316,0.8
경상북도,안동시,12831979,4.4,663507,5.2
경상북도,영덕군,12831979,4.4,537854,4.2
경상북도,영양군,12831979,4.4,14921,0.1
경상북도,영주시,12831979,4.4,281443,2.2
경상북도,영천시,12831979,4.4,312038,2.4
경상북도,예천군,12831979,4.4,165619,1.3
경상북도,울릉군,12831979,4.4,38804,0.3
경상북도,울진군,12831979,4.4,540450,4.2
경상북도,의성군,12831979,4.4,87738,0.7
경상북도,청도군,12831979,4.4,344180,2.7
경상북도,청송군,12831979,4.4,237853,1.9
경상북도,칠곡군,12831979,4.4,316211,2.5
경상북도,포항시 남구,12831979,4.4,1043131,8.1
경상북도,포항시 북구,12831979,4.4,1322880,10.3
광주광역시,광산구,4027162,1.4,1194652,29.7
광주광역시,남구,4027162,1.4,336283,8.4
광주광역시,동구,4027162,1.4,396681,9.9
광주광역시,북구,4027162,1.4,769773,19.1
광주광역시,서구,4027162,1.4,1329773,33.0
대구광역시,남구,6847093,2.4,404184,5.9
대구광역시,달서구,6847093,2.4,1118505,16.3
대구광역시,달성군,6847093,2.4,725946,10.6
대구광역시,동구,6847093,2.4,1246038,18.2
대구광역시,북구,6847093,2.4,858576,12.5
대구광역시,서구,6847093,2.4,184876,2.7
대구광역시,수성구,6847093,2.4,1504302,22.0
대구광역시,중구,6847093,2.4,804666,11.8
대전광역시,대덕구,4841305,1.7,373883,7.7
대전광역시,동구,4841305,1.7,493411,10.2
대전광역시,서구,4841305,1.7,1281571,26.5
대전광역시,유성구,4841305,1.7,1991992,41.1
대전광역시,중구,4841305,1.7,700448,14.5
부산광역시,강서구,15005459,5.2,1535334,10.2
부산광역시,금정구,15005459,5.2,466277,3.1
부산광역시,기장군,15005459,5.2,2905768,19.4
부산광역시,남구,15005459,5.2,668285,4.5
부산광역시,동구,15005459,5.2,420757,2.8
부산광역시,동래구,15005459,5.2,629455,4.2
부산광역시,부산진구,15005459,5.2,1009669,6.7
부산광역시,북구,15005459,5.2,266542,1.8
부산광역시,사상구,15005459,5.2,494121,3.3
부산광역시,사하구,15005459,5.2,607998,4.1
부산광역시,서구,15005459,5.2,336027,2.2
부산광역시,수영구,15005459,5.2,887386,5.9
부산광역시,연제구,15005459,5.2,287998,1.9
부산광역시,영도구,15005459,5.2,516614,3.4
부산광역시,중구,15005459,5.2,702414,4.7
부산광역시,해운대구,15005459,5.2,3270814,21.8
서울특별시,강남구,46202450,16.0,6991893,15.1
서울특별시,강동구,46202450,16.0,887222,1.9
서울특별시,강북구,46202450,16.0,613789,1.3
서울특별시,강서구,46202450,16.0,3533089,7.6
서울특별시,관악구,46202450,16.0,675674,1.5
서울특별시,광진구,46202450,16.0,1518828,3.3
서울특별시,구로구,46202450,16.0,781411,1.7
서울특별시,금천구,46202450,16.0,845001,1.8
서울특별시,노원구,46202450,16.0,780673,1.7
서울특별시,도봉구,46202450,16.0,380991,0.8
서울특별시,동대문구,46202450,16.0,732502,1.6
서울특별시,동작구,46202450,16.0,794523,1.7
서울특별시,마포구,46202450,16.0,2512738,5.4
서울특별시,서대문구,46202450,16.0,770611,1.7
서울특별시,서초구,46202450,16.0,3548259,7.7
서울특별시,성동구,46202450,16.0,1006802,2.2
서울특별시,성북구,46202450,16.0,693770,1.5
서울특별시,송파구,46202450,16.0,4884617,10.6
서울특별시,양천구,46202450,16.0,798636,1.7
서울특별시,영등포구,46202450,16.0,3066158,6.6
서울특별시,용산구,46202450,16.0,2481523,5.4
서울특별시,은평구,46202450,16.0,745462,1.6
서울특별시,종로구,46202450,16.0,2801883,6.1
서울특별시,중구,46202450,16.0,3915901,8.5
서울특별시,중랑구,46202450,16.0,440494,1.0
세종특별자치시,세종특별자치시,1603442,0.6,1603442,100.0
울산광역시,남구,3435059,1.2,1075665,31.3
울산광역시,동구,3435059,1.2,365684,10.6
울산광역시,북구,3435059,1.2,576650,16.8
울산광역시,울주군,3435059,1.2,986494,28.7
울산광역시,중구,3435059,1.2,430566,12.5
인천광역시,강화군,21023925,7.3,2457400,11.7
인천광역시,계양구,21023925,7.3,735528,3.5
인천광역시,남동구,21023925,7.3,2134435,10.2
인천광역시,동구,21023925,7.3,140823,0.7
인천광역시,미추홀구,21023925,7.3,867051,4.1
인천광역시,부평구,21023925,7.3,926922,4.4
인천광역시,서구,21023925,7.3,1877161,8.9
인천광역시,연수구,21023925,7.3,3629210,17.3
인천광역시,옹진군,21023925,7.3,452083,2.2
인천광역시,중구,21023925,7.3,7803312,37.1
전라남도,강진군,10548172,3.6,177574,1.7
전라남도,고흥군,10548172,3.6,218918,2.1
전라남도,곡성군,10548172,3.6,154556,1.5
전라남도,광양시,10548172,3.6,449024,4.3
전라남도,구례군,10548172,3.6,320591,3.0
전라남도,나주시,10548172,3.6,471678,4.5
전라남도,담양군,10548172,3.6,819951,7.8
전라남도,목포시,10548172,3.6,981438,9.3
전라남도,무안군,10548172,3.6,325173,3.1
전라남도,보성군,10548172,3.6,248984,2.4
전라남도,순천시,10548172,3.6,1242006,11.8
전라남도,신안군,10548172,3.6,267120,2.5
전라남도,여수시,10548172,3.6,2728233,25.9
전라남도,영광군,10548172,3.6,271027,2.6
전라남도,영암군,10548172,3.6,165908,1.6
전라남도,완도군,10548172,3.6,296269,2.8
전라남도,장성군,10548172,3.6,277260,2.6
전라남도,장흥군,10548172,3.6,138293,1.3
전라남도,진도군,10548172,3.6,261716,2.5
전라남도,함평군,10548172,3.6,158673,1.5
전라남도,해남군,10548172,3.6,258887,2.5
전라남도,화순군,10548172,3.6,314893,3.0
전라북도,고창군,8290713,2.9,373679,4.5
전라북도,군산시,8290713,2.9,1781260,21.5
전라북도,김제시,8290713,2.9,218227,2.6
전라북도,남원시,8290713,2.9,369634,4.5
전라북도,무주군,8290713,2.9,383720,4.6
전라북도,부안군,8290713,2.9,678116,8.2
전라북도,순창군,8290713,2.9,130867,1.6
전라북도,완주군,8290713,2.9,463712,5.6
전라북도,익산시,8290713,2.9,567907,6.8
전라북도,임실군,8290713,2.9,82826,1.0
전라북도,장수군,8290713,2.9,48519,0.6
전라북도,전주시 덕진구,8290713,2.9,949110,11.4
전라북도,전주시 완산구,8290713,2.9,1803952,21.8
전라북도,정읍시,8290713,2.9,292157,3.5
전라북도,진안군,8290713,2.9,147027,1.8
제주특별자치도,서귀포시,13349877,4.6,6027591,45.2
제주특별자치도,제주시,13349877,4.6,7322286,54.8
충청남도,계룡시,14174459,4.9,113914,0.8
충청남도,공주시,14174459,4.9,931762,6.6
충청남도,금산군,14174459,4.9,222345,1.6
충청남도,논산시,14174459,4.9,409380,2.9
충청남도,당진시,14174459,4.9,936129,6.6
충청남도,보령시,14174459,4.9,1279907,9.0
충청남도,부여군,14174459,4.9,541396,3.8
충청남도,서산시,14174459,4.9,942212,6.6
충청남도,서천군,14174459,4.9,508761,3.6
충청남도,아산시,14174459,4.9,1669900,11.8
충청남도,예산군,14174459,4.9,791595,5.6
충청남도,천안시 동남구,14174459,4.9,1638481,11.6
충청남도,천안시 서북구,14174459,4.9,1783898,12.6
충청남도,청양군,14174459,4.9,127247,0.9
충청남도,태안군,14174459,4.9,1947789,13.7
충청남도,홍성군,14174459,4.9,329743,2.3
충청북도,괴산군,8071995,2.8,269105,3.3
충청북도,단양군,8071995,2.8,902687,11.2
충청북도,보은군,8071995,2.8,279876,3.5
충청북도,영동군,8071995,2.8,105874,1.3
충청북도,옥천군,8071995,2.8,127986,1.6
충청북도,음성군,8071995,2.8,427598,5.3
충청북도,제천시,8071995,2.8,813808,10.1
충청북도,증평군,8071995,2.8,127966,1.6
충청북도,진천군,8071995,2.8,455485,5.6
충청북도,청주시 상당구,8071995,2.8,814873,10.1
충청북도,청주시 서원구,8071995,2.8,529420,6.6
충청북도,청주시 청원구,8071995,2.8,1029824,12.8
충청북도,청주시 흥덕구,8071995,2.8,909762,11.3
충청북도,충주시,8071995,2.8,1277731,15.8
