광역지자체명,기초지자체명,광역지자체 방문자 수,광역지자체 방문자 비율,기초지자체 방문자 수,기초지자체 방문자 비율
경기도,가평군,1.700411678E9,24.5,2.5680487E7,1.5
경기도,양평군,1.700411678E9,24.5,3.1785779E7,1.9
경상남도,고성군,3.51158993E8,5.1,8915216.0,2.5
경상남도,창원시 의창구,3.51158993E8,5.1,3.2184362E7,9.2
경상남도,창원시 성산구,3.51158993E8,5.1,2.9489663E7,8.4
경상남도,창원시 마산합포구,3.51158993E8,5.1,2.4727364E7,7.0
경상남도,창원시 마산회원구,3.51158993E8,5.1,1.9396562E7,5.5
경상남도,창원시 진해구,3.51158993E8,5.1,1.7254721E7,4.9
경상남도,진주시,3.51158993E8,5.1,2.045735E7,5.8
경상남도,통영시,3.51158993E8,5.1,1.5409333E7,4.4
경상남도,사천시,3.51158993E8,5.1,1.4601557E7,4.2
경상남도,김해시,3.51158993E8,5.1,3.88071E7,11.1
경상남도,밀양시,3.51158993E8,5.1,1.4208E7,4.0
경상남도,거제시,3.51158993E8,5.1,2.1598473E7,6.2
경상남도,양산시,3.51158993E8,5.1,3.1297115E7,8.9
경상남도,의령군,3.51158993E8,5.1,4051534.0,1.2
경상남도,함안군,3.51158993E8,5.1,1.0024423E7,2.9
경상남도,창녕군,3.51158993E8,5.1,9021974.0,2.6
경상남도,남해군,3.51158993E8,5.1,8187481.0,2.3
경상남도,하동군,3.51158993E8,5.1,7036692.0,2.0
경상남도,산청군,3.51158993E8,5.1,6166430.0,1.8
경상남도,함양군,3.51158993E8,5.1,5012356.0,1.4
경상남도,거창군,3.51158993E8,5.1,6511735.0,1.9
경상남도,합천군,3.51158993E8,5.1,6799553.0,1.9
경상북도,경주시,3.04274405E8,4.4,3.9555972E7,13.0
경상북도,김천시,3.04274405E8,4.4,1.1525376E7,3.8
경상북도,안동시,3.04274405E8,4.4,1.6771613E7,5.5
경상북도,구미시,3.04274405E8,4.4,2.346125E7,7.7
경상북도,영주시,3.04274405E8,4.4,8104317.0,2.7
경상북도,영천시,3.04274405E8,4.4,1.1602804E7,3.8
경상북도,상주시,3.04274405E8,4.4,1.1745443E7,3.9
경상북도,문경시,3.04274405E8,4.4,9684500.0,3.2
경상북도,경산시,3.04274405E8,4.4,2.8480799E7,9.4
경상북도,군위군,3.04274405E8,4.4,6777070.0,2.2
경상북도,의성군,3.04274405E8,4.4,6870823.0,2.3
경상북도,청송군,3.04274405E8,4.4,4840850.0,1.6
경상북도,영양군,3.04274405E8,4.4,1711957.0,0.6
경상북도,영덕군,3.04274405E8,4.4,9562732.0,3.1
경상북도,청도군,3.04274405E8,4.4,9838620.0,3.2
경상북도,고령군,3.04274405E8,4.4,5948459.0,2.0
경상북도,성주군,3.04274405E8,4.4,7088732.0,2.3
경상북도,칠곡군,3.04274405E8,4.4,1.7627977E7,5.8
경상북도,예천군,3.04274405E8,4.4,6471846.0,2.1
경상북도,봉화군,3.04274405E8,4.4,4178570.0,1.4
경상북도,울진군,3.04274405E8,4.4,7013079.0,2.3
경상북도,울릉군,3.04274405E8,4.4,1462617.0,0.5
경상북도,포항시 남구,3.04274405E8,4.4,2.6782158E7,8.8
경상북도,포항시 북구,3.04274405E8,4.4,2.716684E7,8.9
광주광역시,남구,1.80651888E8,2.6,2.0342185E7,11.3
광주광역시,동구,1.80651888E8,2.6,3.1786544E7,17.6
광주광역시,북구,1.80651888E8,2.6,4.2956286E7,23.8
광주광역시,광산구,1.80651888E8,2.6,4.0340752E7,22.3
광주광역시,서구,1.80651888E8,2.6,4.5226121E7,25.0
대구광역시,남구,3.10611574E8,4.5,2.5650761E7,8.3
대구광역시,동구,3.10611574E8,4.5,4.9543523E7,16.0
대구광역시,수성구,3.10611574E8,4.5,4.3061176E7,13.9
대구광역시,달서구,3.10611574E8,4.5,4.7685204E7,15.4
대구광역시,달성군,3.10611574E8,4.5,2.8315495E7,9.1
대구광역시,북구,3.10611574E8,4.5,4.2479173E7,13.7
대구광역시,서구,3.10611574E8,4.5,1.8533657E7,6.0
대구광역시,중구,3.10611574E8,4.5,5.5342585E7,17.8
대전광역시,동구,1.90498815E8,2.7,3.0521015E7,16.0
대전광역시,유성구,1.90498815E8,2.7,4.8698129E7,25.6
대전광역시,대덕구,1.90498815E8,2.7,2.3897277E7,12.5
대전광역시,서구,1.90498815E8,2.7,5.1133946E7,26.8
대전광역시,중구,1.90498815E8,2.7,3.6248448E7,19.0
부산광역시,강서구,4.9475235E8,7.1,3.2695697E7,6.6
부산광역시,영도구,4.9475235E8,7.1,1.6468407E7,3.3
부산광역시,부산진구,4.9475235E8,7.1,6.0811408E7,12.3
부산광역시,동래구,4.9475235E8,7.1,3.0338522E7,6.1
부산광역시,해운대구,4.9475235E8,7.1,6.0282752E7,12.2
부산광역시,사하구,4.9475235E8,7.1,2.1829906E7,4.4
부산광역시,금정구,4.9475235E8,7.1,2.5896628E7,5.2
부산광역시,남구,4.9475235E8,7.1,2.6700538E7,5.4
부산광역시,연제구,4.9475235E8,7.1,2.4358256E7,4.9
부산광역시,수영구,4.9475235E8,7.1,3.2320401E7,6.5
부산광역시,사상구,4.9475235E8,7.1,2.4355162E7,4.9
부산광역시,기장군,4.9475235E8,7.1,3.7835403E7,7.6
부산광역시,동구,4.9475235E8,7.1,2.4951193E7,5.0
부산광역시,북구,4.9475235E8,7.1,2.2368334E7,4.5
부산광역시,서구,4.9475235E8,7.1,1.9533222E7,3.9
부산광역시,중구,4.9475235E8,7.1,3.4006522E7,6.9
서울특별시,종로구,1.690760426E9,24.3,1.0717283E8,6.3
서울특별시,강서구,1.690760426E9,24.3,6.9350049E7,4.1
서울특별시,용산구,1.690760426E9,24.3,8.0048492E7,4.7
서울특별시,성동구,1.690760426E9,24.3,5.1354528E7,3.0
서울특별시,광진구,1.690760426E9,24.3,5.8839255E7,3.5
서울특별시,동대문구,1.690760426E9,24.3,4.6921124E7,2.8
서울특별시,중랑구,1.690760426E9,24.3,3.2690339E7,1.9
서울특별시,성북구,1.690760426E9,24.3,4.3438741E7,2.6
서울특별시,강북구,1.690760426E9,24.3,2.7833898E7,1.6
서울특별시,도봉구,1.690760426E9,24.3,2.7472598E7,1.6
서울특별시,노원구,1.690760426E9,24.3,5.1235753E7,3.0
서울특별시,은평구,1.690760426E9,24.3,3.3683573E7,2.0
서울특별시,서대문구,1.690760426E9,24.3,6.7176459E7,4.0
서울특별시,마포구,1.690760426E9,24.3,9.5728061E7,5.7
서울특별시,양천구,1.690760426E9,24.3,3.7600698E7,2.2
서울특별시,구로구,1.690760426E9,24.3,5.3938585E7,3.2
서울특별시,금천구,1.690760426E9,24.3,2.6663517E7,1.6
서울특별시,영등포구,1.690760426E9,24.3,9.463903E7,5.6
서울특별시,동작구,1.690760426E9,24.3,4.7635236E7,2.8
서울특별시,관악구,1.690760426E9,24.3,5.0711838E7,3.0
서울특별시,서초구,1.690760426E9,24.3,1.37794615E8,8.1
서울특별시,강남구,1.690760426E9,24.3,1.91196532E8,11.3
서울특별시,송파구,1.690760426E9,24.3,1.01214299E8,6.0
서울특별시,강동구,1.690760426E9,24.3,4.7460685E7,2.8
서울특별시,중구,1.690760426E9,24.3,1.0895969E8,6.4
세종특별자치시,세종특별자치시,2.853752E7,0.4,2.853752E7,100.0
울산광역시,남구,1.24313628E8,1.8,3.8159507E7,30.7
울산광역시,동구,1.24313628E8,1.8,1.2090631E7,9.7
울산광역시,북구,1.24313628E8,1.8,2.0696562E7,16.6
울산광역시,울주군,1.24313628E8,1.8,2.9670806E7,23.9
울산광역시,중구,1.24313628E8,1.8,2.3696122E7,19.1
인천광역시,동구,3.14504308E8,4.5,8466066.0,2.7
인천광역시,미추홀구,3.14504308E8,4.5,3.95424E7,12.6
인천광역시,연수구,3.14504308E8,4.5,3.9144742E7,12.4
인천광역시,남동구,3.14504308E8,4.5,4.8101253E7,15.3
인천광역시,부평구,3.14504308E8,4.5,4.3675565E7,13.9
인천광역시,계양구,3.14504308E8,4.5,2.606833E7,8.3
인천광역시,강화군,3.14504308E8,4.5,1.5799293E7,5.0
인천광역시,옹진군,3.14504308E8,4.5,5606767.0,1.8
인천광역시,서구,3.14504308E8,4.5,4.4549813E7,14.2
인천광역시,중구,3.14504308E8,4.5,4.3550078E7,13.8
전라남도,목포시,2.277846E8,3.3,2.2623474E7,9.9
전라남도,여수시,2.277846E8,3.3,2.4515274E7,10.8
전라남도,순천시,2.277846E8,3.3,2.2463733E7,9.9
전라남도,나주시,2.277846E8,3.3,1.564918E7,6.9
전라남도,광양시,2.277846E8,3.3,1.2211144E7,5.4
전라남도,담양군,2.277846E8,3.3,1.4834935E7,6.5
전라남도,곡성군,2.277846E8,3.3,5136834.0,2.3
전라남도,구례군,2.277846E8,3.3,5276493.0,2.3
전라남도,고흥군,2.277846E8,3.3,6392871.0,2.8
전라남도,보성군,2.277846E8,3.3,6382777.0,2.8
전라남도,화순군,2.277846E8,3.3,1.1754001E7,5.2
전라남도,장흥군,2.277846E8,3.3,4686558.0,2.1
전라남도,강진군,2.277846E8,3.3,5100240.0,2.2
전라남도,해남군,2.277846E8,3.3,8063280.0,3.5
전라남도,영암군,2.277846E8,3.3,9777264.0,4.3
전라남도,무안군,2.277846E8,3.3,1.3558376E7,6.0
전라남도,함평군,2.277846E8,3.3,5939556.0,2.6
전라남도,영광군,2.277846E8,3.3,7122967.0,3.1
전라남도,장성군,2.277846E8,3.3,9717748.0,4.3
전라남도,완도군,2.277846E8,3.3,5460252.0,2.4
전라남도,진도군,2.277846E8,3.3,4430913.0,1.9
전라남도,신안군,2.277846E8,3.3,6686730.0,2.9
전라북도,전주시 완산구,2.05415267E8,3.0,3.5467627E7,17.3
전라북도,전주시 덕진구,2.05415267E8,3.0,3.2399632E7,15.8
전라북도,군산시,2.05415267E8,3.0,2.2494232E7,11.0
전라북도,익산시,2.05415267E8,3.0,2.1176564E7,10.3
전라북도,정읍시,2.05415267E8,3.0,1.0488605E7,5.1
전라북도,남원시,2.05415267E8,3.0,9068477.0,4.4
전라북도,김제시,2.05415267E8,3.0,1.1597142E7,5.6
전라북도,완주군,2.05415267E8,3.0,1.8142023E7,8.8
전라북도,진안군,2.05415267E8,3.0,4481480.0,2.2
전라북도,무주군,2.05415267E8,3.0,6619732.0,3.2
전라북도,장수군,2.05415267E8,3.0,2750448.0,1.3
전라북도,임실군,2.05415267E8,3.0,7330471.0,3.6
전라북도,순창군,2.05415267E8,3.0,4422242.0,2.2
전라북도,고창군,2.05415267E8,3.0,9531720.0,4.6
전라북도,부안군,2.05415267E8,3.0,9444872.0,4.6
제주특별자치도,제주시,1.01402224E8,1.5,5.6912254E7,56.1
제주특별자치도,서귀포시,1.01402224E8,1.5,4.448997E7,43.9
충청남도,공주시,2.75257971E8,4.0,2.403125E7,8.7
충청남도,보령시,2.75257971E8,4.0,1.5841941E7,5.8
충청남도,아산시,2.75257971E8,4.0,3.0946919E7,11.2
충청남도,서산시,2.75257971E8,4.0,1.7761307E7,6.5
충청남도,논산시,2.75257971E8,4.0,1.4696267E7,5.3
충청남도,계룡시,2.75257971E8,4.0,4661204.0,1.7
충청남도,당진시,2.75257971E8,4.0,1.9664217E7,7.1
충청남도,금산군,2.75257971E8,4.0,9258493.0,3.4
충청남도,부여군,2.75257971E8,4.0,1.0185644E7,3.7
충청남도,서천군,2.75257971E8,4.0,9070954.0,3.3
충청남도,청양군,2.75257971E8,4.0,4361245.0,1.6
충청남도,홍성군,2.75257971E8,4.0,1.154591E7,4.2
충청남도,예산군,2.75257971E8,4.0,1.3678953E7,5.0
충청남도,태안군,2.75257971E8,4.0,1.6525654E7,6.0
충청남도,천안시 동남구,2.75257971E8,4.0,3.8887388E7,14.1
충청남도,천안시 서북구,2.75257971E8,4.0,3.4140625E7,12.4
충청북도,충주시,2.15879219E8,3.1,2.1724777E7,10.1
충청북도,제천시,2.15879219E8,3.1,1.2746562E7,5.9
충청북도,보은군,2.15879219E8,3.1,5621923.0,2.6
충청북도,옥천군,2.15879219E8,3.1,9780986.0,4.5
충청북도,영동군,2.15879219E8,3.1,5878818.0,2.7
충청북도,증평군,2.15879219E8,3.1,5548586.0,2.6
충청북도,진천군,2.15879219E8,3.1,1.2113035E7,5.6
충청북도,괴산군,2.15879219E8,3.1,9216423.0,4.3
충청북도,음성군,2.15879219E8,3.1,1.5165986E7,7.0
충청북도,단양군,2.15879219E8,3.1,7269015.0,3.4
충청북도,청주시 상당구,2.15879219E8,3.1,2.7990075E7,13.0
충청북도,청주시 서원구,2.15879219E8,3.1,2.7378586E7,12.7
충청북도,청주시 흥덕구,2.15879219E8,3.1,3.2269781E7,14.9
충청북도,청주시 청원구,2.15879219E8,3.1,2.3174665E7,10.7
